SYMBOL	logFC	logCPM	PValue	FDR	test	gene_chr	HGNC.ID	Approved.Symbol	Approved.Name	Status	Previous.Symbols	Synonyms	Chromosome	Accession.Numbers	Entrez.Gene.ID	RefSeq.IDs	Duplicated	hgnc.chr
HIC2	-0.170288372048878	4.65553130913138	0.0798639152118539	0.144730657709209	0	chr22	HGNC:18595	HIC2	HIC ZBTB transcriptional repressor 2	Approved		KIAA1020, HRG22, ZBTB30, ZNF907	22q11.21	AB028943	23119		FALSE	chr22
HID1	-0.0898765400822376	1.53208674242329	0.919715298983673	0.963281157904417	0	chr17	HGNC:15736	HID1	HID1 domain containing	Approved	C17orf28	DMC1, HID-1	17q25.1		283987	NM_030630	FALSE	chr17
HIF1A	-0.503899318823364	8.67043640280456	2.25525931318588e-37	7.8613656605534e-36	-1	chr14	HGNC:4910	HIF1A	hypoxia inducible factor 1 alpha subunit	Approved		MOP1, HIF-1alpha, PASD8, HIF1, bHLHe78	14q23.2	U22431	3091	NM_001530	FALSE	chr14
HIF1A-AS2	-1.13138322713019	0.240276155930124	0.0659709361230092	0.123615881363168	0	chr14	HGNC:43015	HIF1A-AS2	HIF1A antisense RNA 2	Approved		3'aHIF-1A, aHIF	14q23.2		100750247	NR_045406	FALSE	chr14
HIF1AN	-0.140171368409928	6.81531747169699	0.00766226434174872	0.0194886699505642	-1	chr10	HGNC:17113	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor	Approved		FLJ20615, DKFZp762F1811, FLJ22027, FIH1	10q24.31	AK000622	55662	NM_017902	FALSE	chr10
HIGD1A	0.0944655857192192	6.48961272293956	0.118706468126943	0.200856382011079	0	chr3	HGNC:29527	HIGD1A	HIG1 hypoxia inducible domain family member 1A	Approved		HIG1, DKFZP564K247, RCF1A	3p22.1	BC009583	25994	NM_014056	FALSE	chr3
HIGD2A	-0.0303284879217112	6.00340912466232	0.667528180089828	0.773549664918705	0	chr5	HGNC:28311	HIGD2A	HIG1 hypoxia inducible domain family member 2A	Approved		MGC2198, RCF1B	5q35.2	BC007502	192286	NM_138820	FALSE	chr5
HILPDA	-1.02157489335717	4.12413348315416	2.59108191283471e-17	3.71010359640239e-16	-1	chr7	HGNC:28859	HILPDA	hypoxia inducible lipid droplet associated	Approved	C7orf68	FLJ21076, HIG-2, HIG2	7q32.1	AF144755	29923	NM_013332	FALSE	chr7
HINFP	-0.205229236385883	2.86046013430914	0.257571526868596	0.37503966443615	0	chr11	HGNC:17850	HINFP	histone H4 transcription factor	Approved	MIZF	DKFZP434F162, HiNF-P, ZNF743	11q23.3	AL080201	25988	NM_015517	FALSE	chr11
HINT1	0.188413219161791	7.8876766614777	6.16923596335605e-06	2.90325018150116e-05	1	chr5	HGNC:4912	HINT1	histidine triad nucleotide binding protein 1	Approved	PRKCNH1, HINT	PKCI-1	5q23.3	BC007090	3094	NM_005340	FALSE	chr5
HINT2	0.332031707836397	3.80258723737699	0.0119502795389198	0.0286905657428565	1	chr9	HGNC:18344	HINT2	histidine triad nucleotide binding protein 2	Approved			9p13.3	AY033094	84681	NM_032593	FALSE	chr9
HINT3	0.307057244697272	5.91074859682449	1.67455868383017e-05	7.36690334079495e-05	1	chr6	HGNC:18468	HINT3	histidine triad nucleotide binding protein 3	Approved		FLJ33126	6q22.32	AK057688	135114	NM_138571	FALSE	chr6
HIP1	-0.184086828510921	6.25133557161684	0.0041891651025908	0.0114223911901803	-1	chr7	HGNC:4913	HIP1	huntingtin interacting protein 1	Approved		ILWEQ	7q11.23	AF052288	3092	NM_005338	FALSE	chr7
HIP1R	0.191639406198782	5.05381384568402	0.0314875457532537	0.0659635646502481	0	chr12	HGNC:18415	HIP1R	huntingtin interacting protein 1 related	Approved		KIAA0655, HIP3, HIP12, FLJ14000, ILWEQ	12q24.31	AB013384	9026	NM_003959	FALSE	chr12
HIPK1	-0.473700898522853	6.58345800729029	3.81338970948756e-15	4.6645470674633e-14	-1	chr1	HGNC:19006	HIPK1	homeodomain interacting protein kinase 1	Approved		KIAA0630, Myak, MGC26642, Nbak2, MGC33446, MGC33548	1p13.2	AB089957	204851	NM_198268	FALSE	chr1
HIPK2	0.289973537405831	7.85977351887971	3.24592034731806e-11	2.85006550523632e-10	1	chr7	HGNC:14402	HIPK2	homeodomain interacting protein kinase 2	Approved			7q34	AF208291	28996	NM_022740	FALSE	chr7
HIPK3	-1.35245696314434	7.22795559888889	6.53235746700267e-160	1.98428134676238e-157	-1	chr11	HGNC:4915	HIPK3	homeodomain interacting protein kinase 3	Approved		PKY, DYRK6, YAK1, FIST3	11p13	AF004849	10114	NM_005734	FALSE	chr11
HIRA	0.243823703450823	5.69882534309306	0.000872830961934715	0.00278877470883123	1	chr22	HGNC:4916	HIRA	histone cell cycle regulator	Approved	TUPLE1	DGCR1, TUP1	22q11.21	X75296	7290	NM_003325	FALSE	chr22
HIRIP3	0.158982751256682	4.37845371767798	0.185768185830631	0.288219690481234	0	chr16	HGNC:4917	HIRIP3	HIRA interacting protein 3	Approved			16p11.2	AJ223351	8479	NM_003609	FALSE	chr16
HIST1H1C	0.255215410840283	9.25181023112026	1.79442172120854e-11	1.61561272541839e-10	1	chr6	HGNC:4716	HIST1H1C	histone cluster 1 H1 family member c	Approved	H1F2	H1.2, H1s-1, H1c	6p22.2	X57129	3006	NM_005319	FALSE	chr6
HIST1H1D	-0.129093512343243	8.46235190348013	0.0011565949565409	0.00359285085355461	-1	chr6	HGNC:4717	HIST1H1D	histone cluster 1 H1 family member d	Approved	H1F3	H1.3, H1d, H1s-2	6p22.2	M60747	3007	NM_005320	FALSE	chr6
HIST1H1E	0.385568231561973	8.74048269046386	1.20024378096906e-22	2.34497858462531e-21	1	chr6	HGNC:4718	HIST1H1E	histone cluster 1 H1 family member e	Approved	H1F4	H1.4, H1e, H1s-4	6p22.2	M60748	3008	NM_005321	FALSE	chr6
HIST1H2AB	-0.016329678349486	6.8106470699705	0.790274021553069	0.871795587286991	0	chr6	HGNC:4734	HIST1H2AB	histone cluster 1 H2A family member b	Approved	H2AFM	H2A/m	6p22.2	X00089	8335	NM_003513	FALSE	chr6
HIST1H2AC	0.337298808009629	6.93891094699501	7.63573698949844e-10	5.84734288787642e-09	1	chr6	HGNC:4733	HIST1H2AC	histone cluster 1 H2A family member c	Approved	H2AFL		6p22.2	Z80778	8334	NM_003512	FALSE	chr6
HIST1H2AG	0.156249959871725	8.0312177267412	0.000232765120230388	0.000838638069443458	1	chr6	HGNC:4737	HIST1H2AG	histone cluster 1 H2A family member g	Approved	H2AFP	pH2A/f, H2A/p, H2A.1b	6p22.1	L19778	8969	NM_021064	FALSE	chr6
HIST1H2AH	0.118047531427683	7.08803988797454	0.0185763229470166	0.041953749010097	1	chr6	HGNC:13671	HIST1H2AH	histone cluster 1 H2A family member h	Approved		H2AFALii, dJ86C11.1, H2A/S	6p22.1	AY131988	85235	NM_080596	FALSE	chr6
HIST1H2AI	0.182510351317649	7.62534388172039	9.76432684551003e-05	0.000376240658094283	1	chr6	HGNC:4725	HIST1H2AI	histone cluster 1 H2A family member i	Approved	H2AFC	H2A/c	6p22.1	Z83742	8329	NM_003509	FALSE	chr6
HIST1H2AJ	0.0274782325466452	6.20720522616887	0.658858255376639	0.766734800884352	0	chr6	HGNC:4727	HIST1H2AJ	histone cluster 1 H2A family member j	Approved	H2AFE	H2A/E	6p22.1	Z83736	8331	NM_021066	FALSE	chr6
HIST1H2AK	0.0384511582607289	4.58240201949155	0.715471218333156	0.813618130269578	0	chr6	HGNC:4726	HIST1H2AK	histone cluster 1 H2A family member k	Approved	H2AFD	H2A/d	6p22.1	Z83739	8330	NM_003510	FALSE	chr6
HIST1H2AL	-0.645436233569634	4.26030438298162	1.12802546114465e-07	6.75016361786279e-07	-1	chr6	HGNC:4730	HIST1H2AL	histone cluster 1 H2A family member l	Approved	H2AFI	H2A/i, dJ193B12.9	6p22.1	X83549	8332	NM_003511	FALSE	chr6
HIST1H2AM	0.102077283493243	7.37391762516538	0.0316407164435818	0.0662409354097829	0	chr6	HGNC:4735	HIST1H2AM	histone cluster 1 H2A family member m	Approved	H2AFN	H2A/n, H2A.1	6p22.1	X57138	8336	NM_003514	FALSE	chr6
HIST1H2BB	-0.0330094618770882	6.33217712860496	0.619680218772395	0.734405966660307	0	chr6	HGNC:4751	HIST1H2BB	histone cluster 1 H2B family member b	Approved	H2BFF	H2B/f	6p22.2	AF531285	3018	NM_021062	FALSE	chr6
HIST1H2BC	0.0803312354994581	7.83706352450452	0.139282659625686	0.228284708569437	0	chr6	HGNC:4757	HIST1H2BC	histone cluster 1 H2B family member c	Approved	H2BFL	H2B/l, H2B.1	6p22.2	Z80783	8347	NM_003526	FALSE	chr6
HIST1H2BD	0.318405354906788	7.95272038598958	5.15332169554627e-14	5.69720809510664e-13	1	chr6	HGNC:4747	HIST1H2BD	histone cluster 1 H2B family member d	Approved	H2BFB	H2B/b	6p22.2	M60751	3017	NM_021063	FALSE	chr6
HIST1H2BE	0.125880172948948	6.62853859945276	0.0298308924088561	0.0629582341360109	0	chr6	HGNC:4753	HIST1H2BE	histone cluster 1 H2B family member e	Approved	H2BFH	H2B/h, H2B.h	6p22.2	Z80780	8344	NM_003523	FALSE	chr6
HIST1H2BF	0.0934808977111727	1.45061597432872	0.833571043102744	0.902190528074159	0	chr6	HGNC:4752	HIST1H2BF	histone cluster 1 H2B family member f	Approved	H2BFG	H2B/g	6p22.2	Z80779	8343	NM_003522	FALSE	chr6
HIST1H2BH	-0.308832452633069	0.566576550686295	0.557811433014677	0.680554486219877	0	chr6	HGNC:4755	HIST1H2BH	histone cluster 1 H2B family member h	Approved	H2BFJ	H2B/j	6p22.2	Z80781	8345	NM_003524	FALSE	chr6
HIST1H2BI	-0.0855783538019163	6.03277396845952	0.232717279651141	0.345758536633577	0	chr6	HGNC:4756	HIST1H2BI	histone cluster 1 H2B family member i	Approved	H2BFK	H2B/k	6p22.2	Z80782	8346	NM_003525	FALSE	chr6
HIST1H2BJ	0.0654689225295492	7.00406467528903	0.221526557003966	0.331990580788981	0	chr6	HGNC:4761	HIST1H2BJ	histone cluster 1 H2B family member j	Approved	H2BFR	H2B/r	6p22.1	X00088	8970	NM_021058	FALSE	chr6
HIST1H2BK	0.290281262694107	8.13278326383216	1.48601481012138e-12	1.4696571277154e-11	1	chr6	HGNC:13954	HIST1H2BK	histone cluster 1 H2B family member k	Approved	H2BFT	H2BFAiii	6p22.1	AJ223352	85236	NM_080593	FALSE	chr6
HIST1H2BL	0.0721808767491494	7.05085492930206	0.176568731653191	0.27699053628559	0	chr6	HGNC:4748	HIST1H2BL	histone cluster 1 H2B family member l	Approved	H2BFC	H2B/c, dJ97D16.4	6p22.1	Z83740	8340	NM_003519	FALSE	chr6
HIST1H2BM	0.185718976803811	6.91238480523525	0.000474054232835749	0.00160296419361741	1	chr6	HGNC:4750	HIST1H2BM	histone cluster 1 H2B family member m	Approved	H2BFE	H2B/e, dJ160A22.3	6p22.1	Z83738	8342	NM_003521	FALSE	chr6
HIST1H2BN	0.219758786302044	6.67667918157268	8.71350404867888e-05	0.000339233703549116	1	chr6	HGNC:4749	HIST1H2BN	histone cluster 1 H2B family member n	Approved	H2BFD	H2B/d	6p22.1	Z83336	8341	NM_003520	FALSE	chr6
HIST1H2BO	0.109350025718561	7.24613306938937	0.0257058400362142	0.0555950342739481	0	chr6	HGNC:4758	HIST1H2BO	histone cluster 1 H2B family member o	Approved	H2BFN	H2B/n, H2B.2	6p22.1	X57138	8348	NM_003527	FALSE	chr6
HIST1H3A	-0.603175794455734	5.85080960672041	2.35599717381383e-16	3.18776663766097e-15	-1	chr6	HGNC:4766	HIST1H3A	histone cluster 1 H3 family member a	Approved	H3FA	H3/A	6p22.2	Z46261	8350	NM_003529	FALSE	chr6
HIST1H3B	0.272680217076494	8.29226747969094	1.51698848866925e-11	1.37749033013824e-10	1	chr6	HGNC:4776	HIST1H3B	histone cluster 1 H3 family member b	Approved	H3FL	H3/l	6p22.2	X00090	8358	NM_003537	FALSE	chr6
HIST1H3C	0.120661546236563	6.76157146117665	0.0378279941566562	0.0770203558012479	0	chr6	HGNC:4768	HIST1H3C	histone cluster 1 H3 family member c	Approved	H3FC	H3/c, H3.1	6p22.2	X57128	8352	NM_003531	FALSE	chr6
HIST1H3E	-0.129936899058076	2.67836434941481	0.549540996318152	0.673426571033232	0	chr6	HGNC:4769	HIST1H3E	histone cluster 1 H3 family member e	Approved	H3FD	H3/d, H3.1	6p22.2	M60746	8353	NM_003532	FALSE	chr6
HIST1H3F	0.0608991530532259	5.64992418907453	0.469524879613699	0.59779997916694	0	chr6	HGNC:4773	HIST1H3F	histone cluster 1 H3 family member f	Approved	H3FI	H3/i	6p22.2	Z80786	8968	NM_021018	FALSE	chr6
HIST1H3H	0.118666653262065	6.74224616466285	0.0389378171924296	0.0788646883221173	0	chr6	HGNC:4775	HIST1H3H	histone cluster 1 H3 family member h	Approved	H3FK	H3/k, H3F1K	6p22.1	Z83735	8357	NM_003536	FALSE	chr6
HIST1H3I	0.127591998025522	6.12355400732558	0.0478612113146936	0.0938394550411651	0	chr6	HGNC:4771	HIST1H3I	histone cluster 1 H3 family member i	Approved	H3FF	H3/f, H3.f	6p22.1	X83550	8354	NM_003533	FALSE	chr6
HIST1H3J	0.0320835634118992	6.60389120923389	0.581395087355244	0.701194603525641	0	chr6	HGNC:4774	HIST1H3J	histone cluster 1 H3 family member j	Approved	H3FJ	H3/j	6p22.1	Z83737	8356	NM_003535	FALSE	chr6
HIST1H4A	0.33864236298272	6.21293988254329	2.96552045171853e-07	1.68376101126057e-06	1	chr6	HGNC:4781	HIST1H4A	histone cluster 1 H4 family member a	Approved	H4FA		6p22.2	X60481	8359	NM_003538	FALSE	chr6
HIST1H4B	0.0784835381426955	6.90557660313271	0.154320797284067	0.248244197673702	0	chr6	HGNC:4789	HIST1H4B	histone cluster 1 H4 family member b	Approved	H4FI	H4/I	6p22.2	X67081	8366	NM_003544	FALSE	chr6
HIST1H4C	0.202464904349135	7.29288772354228	0.000225050328023706	0.000814522577284096	1	chr6	HGNC:4787	HIST1H4C	histone cluster 1 H4 family member c	Approved	H4FG	H4/g, dJ221C16.1	6p22.2	X60486	8364	NM_003542	FALSE	chr6
HIST1H4D	0.0803349900916961	7.57436044574609	0.270343761233908	0.390222161379844	0	chr6	HGNC:4782	HIST1H4D	histone cluster 1 H4 family member d	Approved	H4FB	H4/b	6p22.2	X60482	8360	NM_003539	FALSE	chr6
HIST1H4E	0.217186919797377	7.50106122497681	2.24018090593366e-06	1.13189021773868e-05	1	chr6	HGNC:4790	HIST1H4E	histone cluster 1 H4 family member e	Approved	H4FJ	H4/j	6p22.2	Z80787	8367	NM_003545	FALSE	chr6
HIST1H4H	0.267155157408483	6.93807131177813	3.28599098440912e-07	1.85416510301157e-06	1	chr6	HGNC:4788	HIST1H4H	histone cluster 1 H4 family member h	Approved	H4FH	H4/h	6p22.2	X60487	8365	NM_003543	FALSE	chr6
HIST1H4I	-0.21490120681198	5.59307268811989	0.00790922345803584	0.0199932381370361	-1	chr6	HGNC:4793	HIST1H4I	histone cluster 1 H4 family member i	Approved	H4FM	H4/m	6p22.1	AB000905	8294	NM_003495	FALSE	chr6
HIST1H4J	0.299466932944498	2.37396315213695	0.220981192812229	0.331367895850778	0	chr6	HGNC:4785	HIST1H4J	histone cluster 1 H4 family member j	Approved	H4FE	H4/e, H4F2iv	6p22.1	J00188	8363	NM_021968	FALSE	chr6
HIST1H4K	0.233590579950856	1.98129998321873	0.496228795655379	0.622934859290694	0	chr6	HGNC:4784	HIST1H4K	histone cluster 1 H4 family member k	Approved	H4FD	H4/d, H4F2iii, dJ160A22.1	6p22.1	X60483	8362	NM_003541	FALSE	chr6
HIST1H4L	0.0671374712361762	5.94499217738539	0.333969351118984	0.46077441133081	0	chr6	HGNC:4791	HIST1H4L	histone cluster 1 H4 family member l	Approved	H4FK	H4.k, H4/k	6p22.1	X83548	8368	NM_003546	FALSE	chr6
HIST2H2AB	0.420338660298402	6.82905512443969	7.07016422724425e-14	7.75590328557026e-13	1	chr1	HGNC:20508	HIST2H2AB	histone cluster 2 H2A family member b	Approved			1q21.2	AY131972	317772	NM_175065	FALSE	chr1
HIST2H2AC	0.151894336839731	7.6430814943065	0.000563998392369261	0.00188117424571164	1	chr1	HGNC:4738	HIST2H2AC	histone cluster 2 H2A family member c	Approved	H2A, H2AFQ	H2A/q	1q21.2	AY131973	8338	NM_003517	FALSE	chr1
HIST2H2BC	0.267095986293911	0.531819934000938	0.647309117201388	0.757495855585052	0	chr1	HGNC:20516	HIST2H2BC	histone cluster 2 H2B family member c (pseudogene)	Approved		H2B/t	1q21.2	AY131977	337873		FALSE	chr1
HIST2H2BE	0.339172261763351	8.51482752041071	9.47914117294586e-12	8.801665435549e-11	1	chr1	HGNC:4760	HIST2H2BE	histone cluster 2 H2B family member e	Approved	H2B, H2BFQ	H2B/q, H2B.1	1q21.2	AY131979	8349	NM_003528	FALSE	chr1
HIST2H2BF	0.313449119333179	8.58909115821695	3.12412652691973e-15	3.87719904965388e-14	1	chr1	HGNC:24700	HIST2H2BF	histone cluster 2 H2B family member f	Approved			1q21.2	BC110793	440689	NM_001024599	FALSE	chr1
HIST2H3D	0.188109578904573	6.90511033991147	0.000383093209758822	0.00131667650056656	1	chr1	HGNC:25311	HIST2H3D	histone cluster 2 H3 family member d	Approved			1q21.2	AL591493	653604	NM_001123375	FALSE	chr1
HIST3H2A	0.227674574300532	3.71636542985289	0.150713008382917	0.243501121744634	0	chr1	HGNC:20507	HIST3H2A	histone cluster 3 H2A	Approved		MGC3165	1q42.13	AY131974	92815	NM_033445	FALSE	chr1
HIST3H2BB	0.303377704410502	4.30297542526096	0.0154774335406824	0.0357913897248551	1	chr1	HGNC:20514	HIST3H2BB	histone cluster 3 H2B family member b	Approved			1q42.13	AY131981	128312	NM_175055	FALSE	chr1
HIST4H4	0.261888593145543	6.74818771297581	2.17072952214401e-06	1.0985389624559e-05	1	chr12	HGNC:20510	HIST4H4	histone cluster 4 H4	Approved		MGC24116	12p12.3	AY128653	121504	NM_175054	FALSE	chr12
HIVEP1	-0.257575210512104	4.77476441094307	0.0180010445832635	0.0407802711649615	-1	chr6	HGNC:4920	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	Approved	ZNF40	CIRIP, MBP-1, CRYBP1, PRDII-BF1, ZAS1, Schnurri-1, ZNF40A	6p24.1	J05011	3096	NM_002114	FALSE	chr6
HIVEP2	-0.0568568561602797	5.44417886925942	0.445536160260561	0.574620939406009	0	chr6	HGNC:4921	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	Approved		MBP-2, HIV-EP2, MIBP1, ZAS2, Schnurri-2, ZNF40B	6q24.2	M60119	3097		FALSE	chr6
HIVEP3	2.0390394197611	2.03841745351283	1.5350693227487e-11	1.3909385241213e-10	1	chr1	HGNC:13561	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	Approved		KRC, KBP1, KBP-1, SHN3, FLJ16752, KIAA1555, ZAS3, Schnurri-3, ZNF40C	1p34.2	AF278765	59269	NM_024503	FALSE	chr1
HJURP	0.655036831916548	7.06192712313716	5.04622164417333e-38	1.79330628792098e-36	1	chr2	HGNC:25444	HJURP	Holliday junction recognition protein	Approved		DKFZp762E1312, URLC9, hFLEG1, FAKTS	2q37.1		55355	NM_018410	FALSE	chr2
HK1	0.0771418564838113	5.32547198949325	0.439409995082762	0.568847561366401	0	chr10	HGNC:4922	HK1	hexokinase 1	Approved			10q22.1	M75126	3098	NM_000188	FALSE	chr10
HK2	1.00553371901913	3.54009674021061	1.27290994587684e-08	8.54275912125027e-08	1	chr2	HGNC:4923	HK2	hexokinase 2	Approved			2p12		3099	NM_000189	FALSE	chr2
HKDC1	-0.233866504006053	6.99235700453317	3.74437790400847e-06	1.81776154107078e-05	-1	chr10	HGNC:23302	HKDC1	hexokinase domain containing 1	Approved		FLJ37767, FLJ22761	10q22.1		80201	NM_025130	FALSE	chr10
HKR1	0.300626726099453	4.14080658332249	0.0165724774556696	0.0380341189745337	1	chr19	HGNC:4928	HKR1	HKR1, GLI-Kruppel zinc finger family member	Approved		ZNF875	19q13.13	M20675	284459	NM_181786	FALSE	chr19
HLA-A	0.391012263862146	5.84719998017686	3.42751000921364e-08	2.18531597688894e-07	1	chr6	HGNC:4931	HLA-A	major histocompatibility complex, class I, A	Approved			6p22.1	D32129	3105	NM_002116	FALSE	chr6
HLA-B	0.589676280444121	2.62169996226889	0.0075330857104107	0.0192025945248723	1	chr6	HGNC:4932	HLA-B	major histocompatibility complex, class I, B	Approved	AS		6p21.33	M15470	3106	NM_005514	FALSE	chr6
HLA-C	0.285700870963785	4.3625788157034	0.016127007574772	0.0371185932958581	1	chr6	HGNC:4933	HLA-C	major histocompatibility complex, class I, C	Approved	HLA-JY3, D6S204, PSORS1		6p21.33	M11886	3107	NM_002117	FALSE	chr6
HLA-DMA	-0.861672600101602	0.832661864632385	0.0440017384040526	0.0876736183912078	0	chr6	HGNC:4934	HLA-DMA	major histocompatibility complex, class II, DM alpha	Approved		D6S222E, RING6	6p21.32		3108	NM_006120	FALSE	chr6
HLA-E	-0.100250026024568	5.30462166735045	0.234519103555585	0.347663807013961	0	chr6	HGNC:4962	HLA-E	major histocompatibility complex, class I, E	Approved			6p22.1	M20022	3133	NM_005516	FALSE	chr6
HLCS	-0.106191285499069	4.72955021139405	0.342509685149161	0.470117112763098	0	chr21	HGNC:4976	HLCS	holocarboxylase synthetase	Approved		HCS	21q22.13		3141		FALSE	chr21
HLF	0.0311568875405322	1.61643354031558	1	1	0	chr17	HGNC:4977	HLF	HLF, PAR bZIP transcription factor	Approved		MGC33822	17q22		3131	NM_002126	TRUE	chr17
HLF	0.0311568875405322	1.61643354031558	1	1	0	chr17	HGNC:3374	EPAS1	endothelial PAS domain protein 1	Approved		MOP2, PASD2, HIF2A, HLF, bHLHe73	2p21	U81984	2034	NM_001430	TRUE	chr2
HLTF	0.263046108171639	7.90122804113308	2.97699075833149e-10	2.35756971413986e-09	1	chr3	HGNC:11099	HLTF	helicase like transcription factor	Approved	SNF2L3, SMARCA3	HIP116A, HLTF1, RNF80	3q24	L34673	6596		FALSE	chr3
HLX	0.377815364639671	1.56678710411935	0.261770136165947	0.380025420710645	0	chr1	HGNC:4978	HLX	H2.0 like homeobox	Approved	HLX1	HB24	1q41	BC033808	3142	NM_021958	FALSE	chr1
HM13	-0.148324561374196	7.11512346848168	0.00227500607695951	0.00660849898220616	-1	chr20	HGNC:16435	HM13	histocompatibility minor 13	Approved		H13, dJ324O17.1, SPP, PSL3, IMP1, IMPAS, PSENL3, SPPL1	20q11.21	AL110115	81502	NM_178580	FALSE	chr20
HMBOX1	0.0495940823433875	4.21574769566559	0.707733526926408	0.807482054777956	0	chr8	HGNC:26137	HMBOX1	homeobox containing 1	Approved		HNF1LA, PBHNF, FLJ21616, HOT1	8p21.1-p12	AY522342	79618	NM_024567	FALSE	chr8
HMBS	-0.32417964088984	5.40683474361926	0.000120034821654096	0.000455697635755756	-1	chr11	HGNC:4982	HMBS	hydroxymethylbilane synthase	Approved	PBGD, UPS, PORC		11q23.3	X04808	3145	NM_000190	FALSE	chr11
HMCES	-0.0216287682384134	5.43304404826743	0.754108132185596	0.843234977599856	0	chr3	HGNC:24446	HMCES	5-hydroxymethylcytosine binding, ES cell specific	Approved	C3orf37	DC12, SRAPD1	3q21.3	AF201934	56941	NM_020187	FALSE	chr3
HMG20A	0.247718468095188	6.24354550052976	8.1774218103914e-05	0.000319630966473571	1	chr15	HGNC:5001	HMG20A	high mobility group 20A	Approved		HMGX1, FLJ10739, HMGXB1	15q24.3	AF146222	10363	NM_018200	FALSE	chr15
HMG20B	-0.0309378806689473	5.21632477467353	0.850945152344983	0.914681797423312	0	chr19	HGNC:5002	HMG20B	high mobility group 20B	Approved		SOXL, HMGX2, BRAF35, SMARCE1r, BRAF25, HMGXB2	19p13.3	BC003505	10362	NM_006339	FALSE	chr19
HMGA1	0.0862983967589484	9.15215846800513	0.0239888154873203	0.0523161210234586	0	chr6	HGNC:5010	HMGA1	high mobility group AT-hook 1	Approved	HMGIY		6p21.31	AF176039	3159	NM_145899	FALSE	chr6
HMGA2	0.617108612310216	7.16785598461527	4.30841895264055e-34	1.33091547210141e-32	1	chr12	HGNC:5009	HMGA2	high mobility group AT-hook 2	Approved	HMGIC	BABL, LIPO	12q14.3	U28754	8091	NM_003483	FALSE	chr12
HMGB1	0.283806672842263	8.9071996138106	2.91678554635464e-13	3.06022615134806e-12	1	chr13	HGNC:4983	HMGB1	high mobility group box 1	Approved	HMG1	HMG3, SBP-1, DKFZp686A04236	13q12.3	D63874	3146	NM_002128	FALSE	chr13
HMGB2	0.653806754112918	7.13244541497117	1.22154869617436e-39	4.61080422064868e-38	1	chr4	HGNC:5000	HMGB2	high mobility group box 2	Approved	HMG2		4q34.1		3148	NM_001130688	FALSE	chr4
HMGB3	1.51584450826138	8.4655130417231	2.04507788074688e-274	2.00700796942836e-271	1	chrX	HGNC:5004	HMGB3	high mobility group box 3	Approved	HMG4	HMG2A, MGC90319	Xq28	AF274572	3149	NM_005342	FALSE	chrX
HMGCL	-0.361309962953	3.41102656334902	0.0174088990283149	0.0396682860873801	-1	chr1	HGNC:5005	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	Approved		HL	1p36.11	BC010570	3155	NM_000191	FALSE	chr1
HMGCLL1	0.575232231599384	2.09927963367632	0.0268594742678472	0.0575727776729158	0	chr6	HGNC:21359	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	Approved		DKFZP434G1411, bA418P12.1	6p12.1	AK055075	54511	XM_166383	FALSE	chr6
HMGCR	-0.485620502149755	7.38129230615452	9.86234869011177e-27	2.27118853047737e-25	-1	chr5	HGNC:5006	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	Approved			5q13.3		3156		FALSE	chr5
HMGCS1	-1.64068486746342	9.36363529670903	0	0	-1	chr5	HGNC:5007	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	Approved	HMGCS		5p12		3157		FALSE	chr5
HMGN1	0.386577297649474	7.71716631604346	1.49149467747696e-18	2.29282036084967e-17	1	chr21	HGNC:4984	HMGN1	high mobility group nucleosome binding domain 1	Approved	HMG14	FLJ27265, FLJ31471, MGC104230, MGC117425	21q22.2		3150	NM_004965	FALSE	chr21
HMGN2	0.147857472712245	7.83517707622348	0.000429896697965043	0.00146804659331853	1	chr1	HGNC:4986	HMGN2	high mobility group nucleosomal binding domain 2	Approved	HMG17		1p36.11	BC081567	3151	NM_005517	FALSE	chr1
HMGN3	-0.00410198405750375	5.33513198309881	1	1	0	chr6	HGNC:12312	HMGN3	high mobility group nucleosomal binding domain 3	Approved	TRIP7		6q14.1	L40357	9324	NM_004242	FALSE	chr6
HMGN3-AS1	0.593628399907953	0.15163790348744	0.349876577786352	0.477761466274032	0	chr6	HGNC:48984	HMGN3-AS1	HMGN3 antisense RNA 1	Approved			6q14.1		100288198		FALSE	chr6
HMGN4	0.897012578462581	5.65633066945098	8.88751633878615e-30	2.33306447428464e-28	1	chr6	HGNC:4989	HMGN4	high mobility group nucleosomal binding domain 4	Approved	HMG17L3	NHC	6p22.2	U90549	10473		FALSE	chr6
HMGN5	0.0171724856129426	5.74872026028974	0.790881214990878	0.87216376012219	0	chrX	HGNC:8013	HMGN5	high mobility group nucleosome binding domain 5	Approved	NSBP1		Xq21.1	AF250329	79366	NM_030763	FALSE	chrX
